DEPARTAMENTO,MUNICIPIO,ESTADOS,VELOCIDAD_SUBIDA,VELOCIDAD_BAJADA,TRAFICO_MENSUAL_SUBIDA,TRAFICO_MENSUAL_BAJADA,USUARIOS_ACTIVOS_MES,INVERSION,ZONA,DIFICULTADACCESO,TIPO_CONECTIVIDAD
BOYACA,RAQUIRA,OPERACION,30.0,30.0,15.91796875,68.48828125,78,65915373.47,URBANA,,
SUCRE,LOS PALMITOS,OPERACION,20.0,20.0,7.0478515625,131.1240234375,111,53963793.0,URBANA,,
VALLE DEL CAUCA,RESTREPO,OPERACION,30.0,30.0,5.3515625,54.3955078125,69,65915373.47,URBANA,,
CUNDINAMARCA,NARIÑO,OPERACION,30.0,30.0,20.7783203125,216.0068359375,97,65915373.47,URBANA,,
NARIÑO,FUNES,OPERACION,30.0,30.0,0.2099609375,9.078125,3,65915373.47,URBANA,,
SUCRE,GUARANDA,OPERACION,30.0,30.0,19.80078125,237.626953125,75,65915373.47,URBANA,,
BOYACA,COMBITA,OPERACION,30.0,30.0,4.7119140625,31.53515625,22,65915373.47,URBANA,,
NARIÑO,EL PEÑOL,OPERACION,30.0,30.0,10.8115234375,135.8671875,25,65915373.47,URBANA,,
VALLE DEL CAUCA,SAN PEDRO,OPERACION,20.0,20.0,7.5166015625,91.4599609375,108,53963793.0,URBANA,,
META,MAPIRIPAN,OPERACION,30.0,30.0,24.2705078125,285.9052734375,23,65915373.47,URBANA,,
NORTE DE SANTANDER,ABREGO,OPERACION,20.0,20.0,1.85546875,35.4501953125,21,53963793.0,URBANA,,
VALLE DEL CAUCA,BOLIVAR,OPERACION,30.0,30.0,5.4208984375,64.79296875,20,65915373.47,URBANA,,
BOLIVAR,EL GUAMO,OPERACION,30.0,30.0,12.5986328125,165.2265625,88,65915373.47,URBANA,,
MAGDALENA,PIVIJAY,OPERACION,20.0,20.0,12.375,272.912109375,24,53963793.0,URBANA,,
NORTE DE SANTANDER,EL ZULIA,OPERACION,30.0,30.0,12.3935546875,174.3837890625,46,65915373.47,URBANA,,
NARIÑO,LA UNION,OPERACION,30.0,30.0,6.45703125,128.9619140625,69,65915373.47,URBANA,,
CALDAS,SUPIA,OPERACION,20.0,20.0,15.2138671875,130.12109375,49,53963793.0,URBANA,,
CASANARE,OROCUE,OPERACION,30.0,30.0,13.9052734375,260.74609375,86,65915373.47,URBANA,,
MAGDALENA,ARACATACA,OPERACION,20.0,20.0,18.7568359375,184.69921875,60,53963793.0,URBANA,,
ANTIOQUIA,LIBORINA,OPERACION,30.0,30.0,14.099609375,160.541015625,119,65915373.47,URBANA,,
BOYACA,CUCAITA,OPERACION,30.0,30.0,9.26953125,79.794921875,18,65915373.47,URBANA,,
TOLIMA,AMBALEMA,OPERACION,30.0,30.0,19.6416015625,272.3828125,130,65915373.47,URBANA,,
BOYACA,CAMPOHERMOSO,OPERACION,30.0,30.0,17.6806640625,176.3037109375,27,65915373.47,URBANA,,
CASANARE,VILLANUEVA,OPERACION,20.0,20.0,8.076171875,100.82421875,16,53963793.0,URBANA,,
BOLIVAR,CANTAGALLO,OPERACION,30.0,30.0,5.775390625,77.13671875,12,65915373.47,URBANA,,
CALDAS,NEIRA,OPERACION,20.0,20.0,1.0693359375,21.349609375,14,53963793.0,URBANA,,
TOLIMA,ATACO,OPERACION,30.0,30.0,4.1572265625,36.7568359375,10,65915373.47,URBANA,,
HUILA,TARQUI,OPERACION,30.0,30.0,2.25,13.814453125,58,65915373.47,URBANA,,
BOYACA,CHIQUIZA,OPERACION,30.0,30.0,6.7529296875,152.185546875,14,65915373.47,URBANA,,
NARIÑO,PUPIALES,OPERACION,30.0,30.0,0.8876953125,25.8271484375,5,65915373.47,URBANA,,
NARIÑO,GUAITARILLA,OPERACION,30.0,30.0,12.8671875,226.791015625,43,65915373.47,URBANA,,
NARIÑO,PUERRES,OPERACION,30.0,30.0,27.8759765625,304.08984375,99,65915373.47,URBANA,,
BOYACA,CHISCAS,OPERACION,30.0,30.0,2.5810546875,55.7451171875,23,65915373.47,URBANA,,
ANTIOQUIA,SAN LUIS,OPERACION,30.0,30.0,11.26171875,115.591796875,53,65915373.47,URBANA,,
SANTANDER,SABANA DE TORRES,OPERACION,20.0,20.0,11.28125,205.822265625,80,53963793.0,URBANA,,
MAGDALENA,EL RETEN,OPERACION,30.0,30.0,15.4501953125,307.8095703125,41,65915373.47,URBANA,,
ANTIOQUIA,ABRIAQUI,OPERACION,30.0,30.0,22.0234375,360.701171875,41,65915373.47,URBANA,,
BOYACA,SANTA ROSA DE VITERBO,OPERACION,30.0,30.0,4.3466796875,63.6455078125,32,65915373.47,URBANA,,
NORTE DE SANTANDER,CACHIRA,OPERACION,30.0,30.0,8.91015625,13.4052734375,4,65915373.47,URBANA,,
NORTE DE SANTANDER,TEORAMA,OPERACION,30.0,30.0,14.8974609375,170.279296875,94,65915373.47,URBANA,,
CALDAS,MARQUETALIA,OPERACION,20.0,20.0,1.9814453125,36.0654296875,41,53963793.0,URBANA,,
RISARALDA,PUEBLO RICO,OPERACION,30.0,30.0,0.546875,10.0693359375,22,65915373.47,URBANA,,
NARIÑO,SAN BERNARDO,OPERACION,30.0,30.0,12.1376953125,124.4326171875,68,65915373.47,URBANA,,
CESAR,GAMARRA,OPERACION,30.0,30.0,20.1552734375,293.73828125,120,65915373.47,URBANA,,
CALDAS,SUPIA,OPERACION,20.0,20.0,7.8359375,84.19140625,104,53963793.0,URBANA,,
NARIÑO,MALLAMA,OPERACION,30.0,30.0,2.203125,34.6591796875,24,65915373.47,URBANA,,
META,SAN MARTIN,OPERACION,20.0,20.0,28.87890625,484.755859375,109,53963793.0,URBANA,,
ANTIOQUIA,CAÑASGORDAS,OPERACION,20.0,20.0,11.5498046875,208.9150390625,92,53963793.0,URBANA,,
SANTANDER,MACARAVITA,OPERACION,30.0,30.0,15.4423828125,240.8974609375,25,65915373.47,URBANA,,
CASANARE,LA SALINA,OPERACION,30.0,30.0,74.6142578125,727.1953125,25,65915373.47,URBANA,,
BOYACA,SAN MATEO,OPERACION,30.0,30.0,8.4052734375,90.7607421875,24,65915373.47,URBANA,,
CHOCO,BAGADO,OPERACION,30.0,30.0,33.732421875,431.470703125,72,65915373.47,URBANA,,
TOLIMA,CAJAMARCA,OPERACION,30.0,30.0,14.9443359375,150.615234375,79,65915373.47,URBANA,,
SUCRE,EL ROBLE,OPERACION,30.0,30.0,11.4775390625,124.4306640625,40,65915373.47,URBANA,,
BOYACA,TUTAZA,OPERACION,30.0,30.0,1.3623046875,17.1572265625,14,65915373.47,URBANA,,
CORDOBA,SAN BERNARDO DEL VIENTO,OPERACION,20.0,20.0,5.072265625,161.12890625,5,53963793.0,URBANA,,
RISARALDA,MARSELLA,OPERACION,30.0,30.0,0.189453125,5.5078125,7,65915373.47,URBANA,,
QUINDIO,CORDOBA,OPERACION,30.0,30.0,6.2568359375,112.6044921875,35,65915373.47,URBANA,,
CHOCO,NOVITA,OPERACION,30.0,30.0,10.15234375,213.4755859375,8,65915373.47,URBANA,,
CUNDINAMARCA,SUESCA,OPERACION,30.0,30.0,14.5166015625,224.6689453125,57,65915373.47,URBANA,,
CAQUETA,SOLITA,OPERACION,30.0,30.0,5.712890625,88.423828125,18,65915373.47,URBANA,,
CORDOBA,PURISIMA,OPERACION,30.0,30.0,1.798828125,41.4052734375,8,65915373.47,URBANA,,
CESAR,SAN MARTIN,OPERACION,30.0,30.0,15.212890625,194.6826171875,134,65915373.47,URBANA,,
TOLIMA,ARMERO,OPERACION,30.0,30.0,6.3115234375,106.4765625,50,65915373.47,URBANA,,
ANTIOQUIA,ARGELIA,OPERACION,30.0,30.0,11.798828125,115.9326171875,111,65915373.47,URBANA,,
CUNDINAMARCA,VILLAPINZON,OPERACION,30.0,30.0,1.111328125,21.2509765625,12,65915373.47,URBANA,,
CALDAS,MARULANDA,OPERACION,30.0,30.0,5.2216796875,82.462890625,18,65915373.47,URBANA,,
CASANARE,HATO COROZAL,OPERACION,30.0,30.0,2.669921875,38.349609375,20,65915373.47,URBANA,,
SANTANDER,SAN BENITO,OPERACION,30.0,30.0,1.9189453125,70.501953125,18,65915373.47,URBANA,,
TOLIMA,PLANADAS,OPERACION,30.0,30.0,1.45703125,32.9765625,8,65915373.47,URBANA,,
CAUCA,PIAMONTE,OPERACION,30.0,30.0,29.9365234375,522.208984375,78,65915373.47,URBANA,,
ANTIOQUIA,OLAYA,OPERACION,30.0,30.0,1.1552734375,21.6044921875,10,65915373.47,URBANA,,
SANTANDER,CAPITANEJO,OPERACION,30.0,30.0,15.9765625,246.1201171875,43,65915373.47,URBANA,,
SANTANDER,LOS SANTOS,OPERACION,30.0,30.0,4.3251953125,126.4736328125,16,65915373.47,URBANA,,
BOLIVAR,ZAMBRANO,OPERACION,30.0,30.0,52.083984375,538.2744140625,46,65915373.47,URBANA,,
ATLANTICO,MANATI,OPERACION,30.0,30.0,0.0,0.0,0,65915373.47,URBANA,,
ATLANTICO,MANATI,OPERACION,30.0,30.0,0.0,0.0,0,65915373.47,URBANA,,
NARIÑO,LA CRUZ,OPERACION,20.0,20.0,5.697265625,81.54296875,63,53963793.0,URBANA,,
TOLIMA,RIOBLANCO,OPERACION,30.0,30.0,0.0,0.0,0,65915373.47,URBANA,,
PUTUMAYO,SAN MIGUEL,OPERACION,30.0,30.0,6.3056640625,119.6298828125,98,65915373.47,URBANA,,
BOYACA,CHIVOR,OPERACION,30.0,30.0,8.7978515625,92.5693359375,16,65915373.47,URBANA,,
HUILA,PITAL,OPERACION,30.0,30.0,7.6572265625,185.1416015625,46,65915373.47,URBANA,,
CALDAS,AGUADAS,OPERACION,20.0,20.0,7.779296875,81.91015625,81,53963793.0,URBANA,,
HUILA,TESALIA,OPERACION,30.0,30.0,7.9716796875,65.0244140625,127,65915373.47,URBANA,,
RISARALDA,MISTRATO,OPERACION,30.0,30.0,9.4677734375,73.755859375,10,65915373.47,URBANA,,
BOLIVAR,CORDOBA,OPERACION,30.0,30.0,8.09765625,113.3125,39,65915373.47,URBANA,,
CESAR,ASTREA,OPERACION,30.0,30.0,16.66015625,180.8740234375,70,65915373.47,URBANA,,
TOLIMA,ROVIRA,OPERACION,30.0,30.0,12.6005859375,175.6494140625,36,65915373.47,URBANA,,
CASANARE,SAN LUIS DE PALENQUE,OPERACION,30.0,30.0,15.234375,298.857421875,32,65915373.47,URBANA,,
CAUCA,PATIA,OPERACION,20.0,20.0,2.8720703125,52.119140625,74,53963793.0,URBANA,,
CUNDINAMARCA,CABRERA,OPERACION,30.0,30.0,8.9560546875,170.71875,39,65915373.47,URBANA,,
LA GUAJIRA,DISTRACCION,OPERACION,30.0,30.0,26.474609375,318.5517578125,28,65915373.47,URBANA,,
SANTANDER,CONFINES,OPERACION,30.0,30.0,5.0380859375,98.48828125,31,65915373.47,URBANA,,
CHOCO,RIO IRO,OPERACION,30.0,30.0,56.365234375,939.4287109375,64,65915373.47,URBANA,,
MAGDALENA,CHIBOLO,OPERACION,30.0,30.0,6.2451171875,60.822265625,20,65915373.47,URBANA,,
NARIÑO,OLAYA HERRERA,OPERACION,30.0,30.0,8.033203125,126.5791015625,21,65915373.47,URBANA,,
HUILA,SANTA MARIA,OPERACION,30.0,30.0,10.1904296875,138.17578125,64,65915373.47,URBANA,,
MAGDALENA,SALAMINA,OPERACION,30.0,30.0,2.7255859375,34.83984375,21,65915373.47,URBANA,,
BOLIVAR,SAN MARTIN DE LOBA,OPERACION,30.0,30.0,16.1611328125,222.9970703125,22,65915373.47,URBANA,,
MAGDALENA,CONCORDIA,OPERACION,30.0,30.0,16.5048828125,282.5859375,38,65915373.47,URBANA,,
ANTIOQUIA,ANGOSTURA,OPERACION,30.0,30.0,22.3720703125,283.75390625,161,65915373.47,URBANA,,
CUNDINAMARCA,GRANADA,OPERACION,30.0,30.0,7.9091796875,76.130859375,51,65915373.47,URBANA,,
BOYACA,SAMACA,OPERACION,30.0,30.0,2.8857421875,40.623046875,60,65915373.47,URBANA,,
VALLE DEL CAUCA,TRUJILLO,OPERACION,20.0,20.0,14.4345703125,120.7060546875,90,53963793.0,URBANA,,
ATLANTICO,POLONUEVO,OPERACION,30.0,30.0,34.0703125,691.111328125,71,65915373.47,URBANA,,
CESAR,LA GLORIA,OPERACION,30.0,30.0,0.654296875,13.6650390625,13,65915373.47,URBANA,,
BOLIVAR,SAN JACINTO DEL CAUCA,OPERACION,30.0,30.0,8.6376953125,165.5341796875,15,65915373.47,URBANA,,
MAGDALENA,ARIGUANI,OPERACION,30.0,30.0,4.912109375,91.126953125,35,65915373.47,URBANA,,
NARIÑO,COLON,OPERACION,30.0,30.0,7.31640625,82.3232421875,40,65915373.47,URBANA,,
NARIÑO,CORDOBA,OPERACION,30.0,30.0,6.1767578125,86.4912109375,34,65915373.47,URBANA,,
SANTANDER,PUERTO PARRA,OPERACION,30.0,30.0,9.3349609375,124.1025390625,62,65915373.47,URBANA,,
ANTIOQUIA,TAMESIS,OPERACION,30.0,30.0,7.4658203125,129.37890625,55,65915373.47,URBANA,,
QUINDIO,BUENAVISTA,OPERACION,30.0,30.0,2.06640625,10.19921875,48,65915373.47,URBANA,,
VALLE DEL CAUCA,OBANDO,OPERACION,20.0,20.0,8.8818359375,188.4951171875,3,53963793.0,URBANA,,
SANTANDER,MOLAGAVITA,OPERACION,30.0,30.0,5.4931640625,74.01171875,21,65915373.47,URBANA,,
ANTIOQUIA,HELICONIA,OPERACION,30.0,30.0,6.732421875,85.4140625,52,65915373.47,URBANA,,
BOLIVAR,ALTOS DEL ROSARIO,OPERACION,30.0,30.0,1.4921875,26.58984375,17,65915373.47,URBANA,,
BOYACA,JERICO,OPERACION,30.0,30.0,19.3056640625,249.7861328125,30,65915373.47,URBANA,,
TOLIMA,NATAGAIMA,OPERACION,20.0,20.0,6.7744140625,118.6884765625,15,53963793.0,URBANA,,
CHOCO,SAN JOSE DEL PALMAR,OPERACION,30.0,30.0,9.291015625,66.9453125,20,65915373.47,URBANA,,
CAUCA,TIMBIQUI,OPERACION,30.0,30.0,9.9326171875,242.4912109375,52,65915373.47,URBANA,,
SUCRE,SAN BENITO ABAD,OPERACION,30.0,30.0,6.3291015625,86.5107421875,33,65915373.47,URBANA,,
BOYACA,BUENAVISTA,OPERACION,30.0,30.0,10.521484375,213.26171875,45,65915373.47,URBANA,,
MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,OPERACION,30.0,30.0,6.7939453125,152.025390625,30,65915373.47,URBANA,,
CAQUETA,ALBANIA,OPERACION,30.0,30.0,7.03515625,143.99609375,50,65915373.47,URBANA,,
NORTE DE SANTANDER,ABREGO,OPERACION,20.0,20.0,12.84765625,79.1708984375,18,53963793.0,URBANA,,
HUILA,GIGANTE,OPERACION,20.0,20.0,3.82421875,60.873046875,10,53963793.0,URBANA,,
CUNDINAMARCA,UBAQUE,OPERACION,30.0,30.0,1.583984375,27.2412109375,29,65915373.47,URBANA,,
CAUCA,SAN SEBASTIAN,OPERACION,30.0,30.0,1.9609375,45.6884765625,14,65915373.47,URBANA,,
SANTANDER,PALMAR,OPERACION,30.0,30.0,2.5966796875,37.07421875,16,65915373.47,URBANA,,
PUTUMAYO,SAN FRANCISCO,OPERACION,30.0,30.0,12.06640625,259.060546875,36,65915373.47,URBANA,,
SANTANDER,OIBA,OPERACION,30.0,30.0,3.650390625,55.4228515625,73,65915373.47,URBANA,,
CORDOBA,CHIMA,OPERACION,30.0,30.0,11.701171875,276.2548828125,8,65915373.47,URBANA,,
QUINDIO,GENOVA,OPERACION,30.0,30.0,1.615234375,18.29296875,29,65915373.47,URBANA,,
BOYACA,ZETAQUIRA,OPERACION,30.0,30.0,2.388671875,43.044921875,51,65915373.47,URBANA,,
CUNDINAMARCA,SESQUILE,OPERACION,30.0,30.0,1.7265625,21.443359375,73,65915373.47,URBANA,,
SANTANDER,EL CARMEN DE CHUCURI,OPERACION,30.0,30.0,11.6572265625,173.5712890625,22,65915373.47,URBANA,,
VALLE DEL CAUCA,EL AGUILA,OPERACION,30.0,30.0,5.80078125,130.16796875,50,65915373.47,URBANA,,
BOLIVAR,SAN MARTIN DE LOBA,OPERACION,30.0,30.0,20.1259765625,296.828125,25,65915373.47,URBANA,,
BOLIVAR,MORALES,OPERACION,30.0,30.0,34.2099609375,476.19921875,53,65915373.47,URBANA,,
CORDOBA,SAN CARLOS,OPERACION,30.0,30.0,1.2041015625,34.837890625,1,65915373.47,URBANA,,
NARIÑO,SANDONA,OPERACION,30.0,30.0,2.47265625,44.6103515625,18,65915373.47,URBANA,,
BOYACA,BRICEÑO,OPERACION,30.0,30.0,14.646484375,172.3515625,32,65915373.47,URBANA,,
CUNDINAMARCA,ANAPOIMA,OPERACION,20.0,20.0,5.943359375,124.2607421875,43,53963793.0,URBANA,,
BOLIVAR,SAN JACINTO,OPERACION,20.0,20.0,23.080078125,448.0029296875,26,53963793.0,URBANA,,
NARIÑO,SAN LORENZO,OPERACION,30.0,30.0,2.1611328125,47.51171875,10,65915373.47,URBANA,,
CAUCA,ALMAGUER,OPERACION,30.0,30.0,1.0244140625,31.361328125,9,65915373.47,URBANA,,
CUNDINAMARCA,CAPARRAPI,OPERACION,30.0,30.0,1.3291015625,8.6640625,6,65915373.47,URBANA,,
BOYACA,MUZO,OPERACION,30.0,30.0,16.1962890625,236.4541015625,80,65915373.47,URBANA,,
MAGDALENA,NUEVA GRANADA,OPERACION,30.0,30.0,9.8662109375,,49,65915373.47,URBANA,,
NARIÑO,SANTACRUZ,OPERACION,30.0,30.0,2.796875,57.390625,5,65915373.47,URBANA,,
CAUCA,TIMBIO,OPERACION,20.0,20.0,2.08203125,42.326171875,36,53963793.0,URBANA,,
CUNDINAMARCA,TOCAIMA,OPERACION,20.0,20.0,3.3447265625,38.052734375,20,53963793.0,URBANA,,
ANTIOQUIA,CAICEDO,OPERACION,30.0,30.0,13.498046875,111.4482421875,107,65915373.47,URBANA,,
BOYACA,SATIVANORTE,OPERACION,30.0,30.0,3.7509765625,29.8486328125,10,65915373.47,URBANA,,
CUNDINAMARCA,SAN BERNARDO,OPERACION,30.0,30.0,4.0947265625,73.455078125,44,65915373.47,URBANA,,
BOYACA,MACANAL,OPERACION,30.0,30.0,2.2041015625,21.2763671875,31,65915373.47,URBANA,,
ANTIOQUIA,TARSO,OPERACION,30.0,30.0,3.0712890625,34.384765625,40,65915373.47,URBANA,,
BOLIVAR,NOROSI,OPERACION,30.0,30.0,33.90625,304.99609375,52,65915373.47,URBANA,,
CUNDINAMARCA,CHOACHI,OPERACION,30.0,30.0,0.0,0.0,0,65915373.47,URBANA,,
CAQUETA,VALPARAISO,OPERACION,30.0,30.0,15.3369140625,155.673828125,34,65915373.47,URBANA,,
TOLIMA,ANZOATEGUI,OPERACION,30.0,30.0,7.3974609375,69.22265625,34,65915373.47,URBANA,,
SANTANDER,ARATOCA,OPERACION,30.0,30.0,5.04296875,58.240234375,60,65915373.47,URBANA,,
CUNDINAMARCA,NEMOCON,OPERACION,20.0,20.0,14.0146484375,275.71875,6,53963793.0,URBANA,,
HUILA,AIPE,OPERACION,30.0,30.0,5.4248046875,93.6396484375,37,65915373.47,URBANA,,
META,SAN JUANITO,OPERACION,30.0,30.0,10.6376953125,117.880859375,38,65915373.47,URBANA,,
CUNDINAMARCA,GUACHETA,OPERACION,30.0,30.0,2.33203125,16.3505859375,20,65915373.47,URBANA,,
NARIÑO,CHACHAGsI,OPERACION,30.0,30.0,2.5810546875,34.90625,21,65915373.47,URBANA,,
CASANARE,PORE,OPERACION,30.0,30.0,11.4521484375,137.6298828125,21,65915373.47,URBANA,,
CHOCO,MEDIO BAUDO,OPERACION,30.0,30.0,25.689453125,367.31640625,47,65915373.47,URBANA,,
CUNDINAMARCA,CHOCONTA,OPERACION,20.0,20.0,3.6689453125,89.841796875,28,53963793.0,URBANA,,
CESAR,ASTREA,OPERACION,30.0,30.0,17.802734375,168.0283203125,23,65915373.47,URBANA,,
CUNDINAMARCA,GUAYABAL DE SIQUIMA,OPERACION,30.0,30.0,6.03125,69.193359375,19,65915373.47,URBANA,,
CALDAS,SALAMINA,OPERACION,20.0,20.0,0.609375,19.2021484375,5,53963793.0,URBANA,,
CAUCA,PAEZ,OPERACION,30.0,30.0,23.587890625,417.97265625,170,65915373.47,URBANA,,
NORTE DE SANTANDER,LA PLAYA,OPERACION,30.0,30.0,22.37109375,321.3173828125,139,65915373.47,URBANA,,
NARIÑO,BUESACO,OPERACION,30.0,30.0,1.205078125,24.3759765625,9,65915373.47,URBANA,,
CAUCA,CALOTO,OPERACION,30.0,30.0,8.345703125,42.3671875,64,65915373.47,URBANA,,
TOLIMA,ANZOATEGUI,OPERACION,30.0,30.0,10.3017578125,126.205078125,82,65915373.47,URBANA,,
CUNDINAMARCA,MANTA,OPERACION,30.0,30.0,13.1005859375,137.552734375,110,65915373.47,URBANA,,
NARIÑO,LA CRUZ,OPERACION,20.0,20.0,5.98828125,93.4736328125,70,53963793.0,URBANA,,
NARIÑO,MOSQUERA,OPERACION,30.0,30.0,23.4482421875,566.15625,53,65915373.47,URBANA,,
CUNDINAMARCA,CHIPAQUE,OPERACION,30.0,30.0,1.240234375,14.2236328125,15,65915373.47,URBANA,,
BOYACA,LA UVITA,OPERACION,30.0,30.0,6.5400390625,69.8447265625,24,65915373.47,URBANA,,
CASANARE,CHAMEZA,OPERACION,30.0,30.0,10.9111328125,93.81640625,6,65915373.47,URBANA,,
GUAVIARE,EL RETORNO,OPERACION,30.0,30.0,35.0849609375,399.1787109375,19,65915373.47,URBANA,,
SANTANDER,VELEZ,OPERACION,20.0,20.0,7.3203125,150.3828125,52,53963793.0,URBANA,,
PUTUMAYO,COLON,OPERACION,30.0,30.0,20.1884765625,146.423828125,69,65915373.47,URBANA,,
CAQUETA,SAN JOSE DEL FRAGUA,OPERACION,30.0,30.0,2.1484375,30.5615234375,59,65915373.47,URBANA,,
VALLE DEL CAUCA,ANSERMANUEVO,OPERACION,20.0,20.0,1.615234375,18.513671875,27,53963793.0,URBANA,,
NORTE DE SANTANDER,SARDINATA,OPERACION,30.0,30.0,23.8193359375,441.2509765625,38,65915373.47,URBANA,,
ANTIOQUIA,BETANIA,OPERACION,30.0,30.0,4.2451171875,69.390625,43,65915373.47,URBANA,,
META,PUERTO RICO,OPERACION,30.0,30.0,2.1923828125,31.7314453125,17,65915373.47,URBANA,,
VALLE DEL CAUCA,EL CAIRO,OPERACION,30.0,30.0,4.3701171875,41.9482421875,62,65915373.47,URBANA,,
HUILA,IQUIRA,OPERACION,30.0,30.0,8.9833984375,160.39453125,102,65915373.47,URBANA,,
CAUCA,BALBOA,OPERACION,30.0,30.0,0.6533203125,15.3720703125,15,65915373.47,URBANA,,
CUNDINAMARCA,LA VEGA,OPERACION,20.0,20.0,31.76171875,364.1982421875,39,53963793.0,URBANA,,
BOLIVAR,HATILLO DE LOBA,OPERACION,30.0,30.0,2.896484375,60.8251953125,11,65915373.47,URBANA,,
NORTE DE SANTANDER,HERRAN,OPERACION,30.0,30.0,10.5185546875,53.970703125,10,65915373.47,URBANA,,
HUILA,NATAGA,OPERACION,30.0,30.0,4.2744140625,100.388671875,21,65915373.47,URBANA,,
BOLIVAR,REGIDOR,OPERACION,30.0,30.0,6.7255859375,114.462890625,19,65915373.47,URBANA,,
HUILA,SUAZA,OPERACION,30.0,30.0,35.685546875,589.689453125,27,65915373.47,URBANA,,
SANTANDER,GUAVATA,OPERACION,30.0,30.0,9.3623046875,139.845703125,47,65915373.47,URBANA,,
MAGDALENA,NUEVA GRANADA,OPERACION,30.0,30.0,21.4853515625,431.7607421875,28,65915373.47,URBANA,,
CUNDINAMARCA,JERUSALEN,OPERACION,30.0,30.0,7.791015625,111.36328125,19,65915373.47,URBANA,,
CUNDINAMARCA,CARMEN DE CARUPA,OPERACION,30.0,30.0,7.8232421875,132.1123046875,51,65915373.47,URBANA,,
LA GUAJIRA,URUMITA,OPERACION,20.0,20.0,27.12890625,445.9072265625,72,53963793.0,URBANA,,
BOYACA,TIBANA,OPERACION,30.0,30.0,6.76171875,139.8662109375,5,65915373.47,URBANA,,
NARIÑO,SANTA BARBARA,OPERACION,30.0,30.0,27.24609375,180.2421875,43,65915373.47,URBANA,,
NORTE DE SANTANDER,SILOS,OPERACION,30.0,30.0,8.4931640625,94.6767578125,13,65915373.47,URBANA,,
CALDAS,VITERBO,OPERACION,30.0,30.0,0.052734375,0.23828125,6,65915373.47,URBANA,,
META,EL DORADO,OPERACION,30.0,30.0,22.9326171875,376.8837890625,56,65915373.47,URBANA,,
NARIÑO,ARBOLEDA,OPERACION,30.0,30.0,10.091796875,145.2470703125,45,65915373.47,URBANA,,
SUCRE,SAN JUAN DE BETULIA,OPERACION,30.0,30.0,13.890625,193.8125,72,65915373.47,URBANA,,
MAGDALENA,SABANAS DE SAN ANGEL,OPERACION,30.0,30.0,12.7802734375,164.1591796875,46,65915373.47,URBANA,,
GUAVIARE,EL RETORNO,OPERACION,30.0,30.0,12.3115234375,201.7646484375,15,65915373.47,URBANA,,
CAUCA,CALDONO,OPERACION,30.0,30.0,10.6123046875,200.3935546875,93,65915373.47,URBANA,,
CUNDINAMARCA,FUQUENE,OPERACION,30.0,30.0,1.6396484375,31.6376953125,21,65915373.47,URBANA,,
BOYACA,VENTAQUEMADA,OPERACION,30.0,30.0,2.3330078125,33.16796875,6,65915373.47,URBANA,,
ANTIOQUIA,ARMENIA,OPERACION,30.0,30.0,23.7216796875,308.1875,34,65915373.47,URBANA,,
CAUCA,SILVIA,OPERACION,30.0,30.0,2.912109375,59.0703125,53,65915373.47,URBANA,,
NORTE DE SANTANDER,LABATECA,OPERACION,30.0,30.0,11.3310546875,160.33203125,21,65915373.47,URBANA,,
TOLIMA,GUAMO,OPERACION,20.0,20.0,2.1328125,47.4404296875,20,53963793.0,URBANA,,
BOYACA,AQUITANIA,OPERACION,20.0,20.0,11.150390625,120.6259765625,33,53963793.0,URBANA,,
NARIÑO,LOS ANDES,OPERACION,30.0,30.0,2.8583984375,25.5673828125,17,65915373.47,URBANA,,
ATLANTICO,CANDELARIA,OPERACION,30.0,30.0,0.0,0.0,0,65915373.47,URBANA,,
TOLIMA,ROVIRA,OPERACION,30.0,30.0,4.51953125,142.287109375,26,65915373.47,URBANA,,
LA GUAJIRA,LA JAGUA DEL PILAR,OPERACION,30.0,30.0,36.5419921875,438.3984375,45,65915373.47,URBANA,,
HUILA,ELIAS,OPERACION,30.0,30.0,9.7841796875,163.005859375,41,65915373.47,URBANA,,
ARAUCA,SARAVENA,OPERACION,20.0,20.0,0.0693359375,2.6630859375,76,53963793.0,URBANA,,
ANTIOQUIA,VALDIVIA,OPERACION,30.0,30.0,23.7421875,226.8681640625,10,65915373.47,URBANA,,
NARIÑO,OLAYA HERRERA,OPERACION,30.0,30.0,3.8662109375,58.021484375,42,65915373.47,URBANA,,
HUILA,GUADALUPE,OPERACION,30.0,30.0,3.947265625,44.3369140625,61,65915373.47,URBANA,,
CUNDINAMARCA,GUATAVITA,OPERACION,30.0,30.0,1.23046875,22.2734375,20,65915373.47,URBANA,,
SANTANDER,GsEPSA,OPERACION,30.0,30.0,8.4501953125,90.5029296875,42,65915373.47,URBANA,,
CUNDINAMARCA,SAN JUAN DE RIO SECO,OPERACION,30.0,30.0,2.9873046875,21.1328125,7,65915373.47,URBANA,,
SANTANDER,VETAS,OPERACION,30.0,30.0,3.4033203125,20.6533203125,23,65915373.47,URBANA,,
ANTIOQUIA,COCORNA,OPERACION,20.0,20.0,7.5498046875,70.87109375,31,53963793.0,URBANA,,
CESAR,MANAURE,OPERACION,30.0,30.0,17.9541015625,222.703125,105,65915373.47,URBANA,,
CALDAS,MANZANARES,OPERACION,20.0,20.0,0.2392578125,8.5,1,53963793.0,URBANA,,
